age,workclass,education,occupation,native-country,class
63, Private, Bachelors, Sales, United-States, <=50K
27, Private, HS-grad, Priv-house-serv, United-States, <=50K
31, Private, 9th, Machine-op-inspct, Mexico, <=50K
71, Self-emp-not-inc, HS-grad, Adm-clerical, United-States, <=50K
35, Private, Bachelors, Exec-managerial, United-States, <=50K
44, Private, HS-grad, Adm-clerical, United-States, <=50K
36, Private, Masters, Prof-specialty, China, <=50K
22, Private, Bachelors, Exec-managerial, United-States, <=50K
32, Private, HS-grad, Prof-specialty, United-States, <=50K
30, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
60, ?, HS-grad, ?, United-States, <=50K
25, Private, Some-college, Adm-clerical, United-States, <=50K
76, Private, 7th-8th, Protective-serv, United-States, <=50K
41, Private, HS-grad, Craft-repair, United-States, <=50K
26, Private, 7th-8th, Machine-op-inspct, United-States, <=50K
45, Private, 12th, Machine-op-inspct, ?, <=50K
32, Private, Some-college, Adm-clerical, United-States, <=50K
22, Private, HS-grad, Craft-repair, United-States, <=50K
39, Private, Bachelors, Sales, United-States, >50K
63, Self-emp-not-inc, Bachelors, Transport-moving, United-States, <=50K
23, Private, Assoc-acdm, Transport-moving, United-States, <=50K
61, Private, 10th, Machine-op-inspct, United-States, <=50K
31, State-gov, Assoc-voc, Craft-repair, United-States, <=50K
25, Private, 9th, Machine-op-inspct, United-States, <=50K
33, Private, HS-grad, Other-service, United-States, <=50K
39, Private, HS-grad, Sales, United-States, <=50K
53, Private, Bachelors, Machine-op-inspct, China, <=50K
26, Federal-gov, Bachelors, Exec-managerial, United-States, <=50K
21, Private, Some-college, Other-service, United-States, <=50K
18, Private, HS-grad, Adm-clerical, United-States, <=50K
34, Private, Bachelors, Exec-managerial, United-States, >50K
44, State-gov, Masters, Prof-specialty, United-States, >50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
44, Private, HS-grad, Transport-moving, United-States, >50K
42, Private, Prof-school, Prof-specialty, United-States, >50K
43, Private, HS-grad, Machine-op-inspct, Mexico, <=50K
33, Private, Bachelors, Other-service, United-States, >50K
21, Private, Some-college, Sales, United-States, <=50K
30, Private, HS-grad, Handlers-cleaners, United-States, >50K
55, Private, HS-grad, Transport-moving, United-States, <=50K
57, Private, Some-college, Adm-clerical, United-States, <=50K
37, Private, HS-grad, Farming-fishing, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, >50K
62, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, >50K
31, Self-emp-not-inc, Bachelors, Sales, United-States, >50K
51, Private, Bachelors, Exec-managerial, France, >50K
37, Private, Masters, Exec-managerial, United-States, <=50K
45, Private, 5th-6th, Transport-moving, Mexico, <=50K
47, Private, Some-college, Machine-op-inspct, United-States, <=50K
31, ?, HS-grad, ?, United-States, <=50K
75, Self-emp-not-inc, 11th, Exec-managerial, United-States, <=50K
43, Private, Masters, Prof-specialty, United-States, <=50K
39, Private, Assoc-acdm, Craft-repair, Germany, >50K
30, Private, Bachelors, Prof-specialty, United-States, >50K
27, Private, 5th-6th, Handlers-cleaners, Guatemala, <=50K
44, Private, HS-grad, Machine-op-inspct, United-States, <=50K
53, Local-gov, Masters, Prof-specialty, United-States, >50K
40, Private, Bachelors, Adm-clerical, United-States, <=50K
18, Private, 11th, Sales, United-States, <=50K
33, Private, Bachelors, Protective-serv, England, <=50K
20, Private, HS-grad, Sales, United-States, <=50K
38, Private, Some-college, Exec-managerial, United-States, <=50K
48, Private, HS-grad, Adm-clerical, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
51, Private, HS-grad, Craft-repair, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
24, Private, 7th-8th, Handlers-cleaners, Mexico, <=50K
30, Private, Some-college, Handlers-cleaners, United-States, <=50K
70, Private, HS-grad, Exec-managerial, United-States, <=50K
26, Private, HS-grad, Transport-moving, United-States, <=50K
34, Private, HS-grad, Craft-repair, United-States, <=50K
46, Private, HS-grad, Craft-repair, United-States, >50K
70, Private, HS-grad, Adm-clerical, United-States, <=50K
37, Local-gov, Some-college, Other-service, United-States, <=50K
36, Self-emp-not-inc, Some-college, Sales, United-States, <=50K
23, Private, 9th, Machine-op-inspct, Mexico, <=50K
28, Private, HS-grad, Sales, United-States, <=50K
44, Self-emp-not-inc, Some-college, Exec-managerial, United-States, >50K
58, Private, HS-grad, Machine-op-inspct, United-States, <=50K
53, Private, Some-college, Exec-managerial, United-States, >50K
23, Private, Some-college, Handlers-cleaners, United-States, <=50K
26, Private, HS-grad, Craft-repair, United-States, <=50K
21, ?, Some-college, ?, United-States, <=50K
34, Local-gov, Masters, Prof-specialty, United-States, <=50K
43, Private, 11th, Craft-repair, United-States, <=50K
22, Private, Some-college, Other-service, United-States, <=50K
41, Private, Some-college, Craft-repair, United-States, >50K
36, Private, HS-grad, Adm-clerical, Vietnam, <=50K
41, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
27, Private, HS-grad, Adm-clerical, United-States, <=50K
42, Self-emp-not-inc, Some-college, Farming-fishing, United-States, <=50K
27, Private, Assoc-voc, Adm-clerical, United-States, <=50K
41, Private, HS-grad, Protective-serv, United-States, <=50K
32, Private, Bachelors, Exec-managerial, China, >50K
21, Private, Some-college, Adm-clerical, United-States, <=50K
44, Private, Bachelors, Exec-managerial, United-States, >50K
29, Private, Bachelors, Exec-managerial, United-States, <=50K
19, Self-emp-not-inc, Some-college, Other-service, United-States, <=50K
21, Local-gov, Some-college, Adm-clerical, Guatemala, <=50K
46, Private, HS-grad, Transport-moving, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, >50K
43, Private, Some-college, Adm-clerical, United-States, >50K
54, Self-emp-inc, HS-grad, Sales, United-States, >50K
38, Private, Masters, Exec-managerial, United-States, >50K
18, ?, Some-college, ?, United-States, <=50K
50, Private, HS-grad, Adm-clerical, United-States, >50K
30, Private, Assoc-voc, Prof-specialty, United-States, >50K
30, Private, 9th, Craft-repair, United-States, <=50K
28, Local-gov, HS-grad, Exec-managerial, United-States, <=50K
26, Private, Assoc-voc, Adm-clerical, United-States, <=50K
37, Federal-gov, Some-college, Craft-repair, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, >50K
64, State-gov, Masters, Prof-specialty, United-States, >50K
18, Private, HS-grad, Sales, United-States, <=50K
30, Private, Some-college, Adm-clerical, United-States, <=50K
36, ?, Assoc-voc, ?, United-States, <=50K
18, Private, 11th, Other-service, United-States, <=50K
27, Private, HS-grad, Craft-repair, United-States, <=50K
49, Private, 9th, Other-service, United-States, <=50K
46, State-gov, HS-grad, Other-service, United-States, >50K
37, Private, HS-grad, Adm-clerical, United-States, <=50K
30, Private, Some-college, Transport-moving, United-States, <=50K
29, Private, HS-grad, Prof-specialty, Germany, <=50K
22, ?, HS-grad, ?, Mexico, <=50K
25, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
38, Private, HS-grad, Priv-house-serv, United-States, <=50K
32, ?, Bachelors, ?, United-States, <=50K
35, Private, Some-college, Craft-repair, United-States, <=50K
56, Private, Masters, Adm-clerical, United-States, >50K
29, Private, Some-college, Exec-managerial, United-States, <=50K
41, Private, HS-grad, Tech-support, United-States, <=50K
47, Private, HS-grad, Machine-op-inspct, United-States, <=50K
23, Private, Bachelors, Adm-clerical, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Sales, United-States, >50K
28, Local-gov, HS-grad, Protective-serv, United-States, <=50K
39, Private, Bachelors, Adm-clerical, United-States, <=50K
42, Self-emp-not-inc, Some-college, Farming-fishing, United-States, <=50K
39, Private, HS-grad, Transport-moving, United-States, >50K
68, ?, 7th-8th, ?, United-States, <=50K
37, Self-emp-inc, Bachelors, Craft-repair, United-States, >50K
57, Private, Prof-school, Prof-specialty, United-States, <=50K
22, Private, Some-college, Other-service, United-States, <=50K
24, Private, Assoc-voc, Adm-clerical, United-States, >50K
19, Private, Some-college, Handlers-cleaners, United-States, <=50K
55, Private, Assoc-acdm, Sales, United-States, <=50K
37, Local-gov, HS-grad, Protective-serv, United-States, <=50K
37, Local-gov, Some-college, Adm-clerical, United-States, <=50K
28, Private, Bachelors, Other-service, United-States, <=50K
27, Private, HS-grad, Other-service, United-States, <=50K
40, State-gov, Bachelors, Prof-specialty, United-States, <=50K
51, Private, HS-grad, Priv-house-serv, United-States, <=50K
52, Private, Assoc-voc, Transport-moving, United-States, <=50K
74, ?, Some-college, ?, United-States, <=50K
49, Self-emp-inc, Some-college, Exec-managerial, United-States, >50K
20, ?, Some-college, ?, United-States, <=50K
40, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
80, Private, Some-college, Prof-specialty, United-States, <=50K
63, Private, Some-college, Protective-serv, United-States, <=50K
63, Private, HS-grad, Transport-moving, United-States, >50K
51, Private, Some-college, Adm-clerical, United-States, <=50K
23, Private, HS-grad, Adm-clerical, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
49, Private, HS-grad, Craft-repair, United-States, <=50K
20, Private, Some-college, Transport-moving, United-States, <=50K
33, Self-emp-inc, Assoc-acdm, Exec-managerial, United-States, >50K
26, Private, Some-college, Protective-serv, United-States, <=50K
52, Private, HS-grad, Exec-managerial, United-States, >50K
33, Private, Bachelors, Exec-managerial, United-States, >50K
47, Private, Bachelors, Sales, United-States, <=50K
23, Private, HS-grad, Exec-managerial, United-States, <=50K
53, Federal-gov, Assoc-acdm, Adm-clerical, United-States, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
26, Federal-gov, Some-college, Craft-repair, United-States, <=50K
53, Private, 7th-8th, Transport-moving, United-States, >50K
65, Private, HS-grad, Machine-op-inspct, United-States, <=50K
68, Private, Bachelors, Transport-moving, United-States, <=50K
30, Private, 10th, Sales, Guatemala, <=50K
28, Private, 11th, Craft-repair, United-States, <=50K
54, Local-gov, 10th, Protective-serv, United-States, <=50K
30, Private, HS-grad, Other-service, United-States, <=50K
22, Private, Some-college, Adm-clerical, United-States, <=50K
25, Private, HS-grad, Other-service, United-States, <=50K
19, Private, 11th, Other-service, United-States, <=50K
19, ?, Some-college, ?, United-States, <=50K
32, Federal-gov, Prof-school, Prof-specialty, United-States, >50K
23, Private, Bachelors, Exec-managerial, United-States, <=50K
51, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
25, Private, Some-college, Sales, United-States, >50K
46, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
38, Private, Some-college, Tech-support, United-States, <=50K
26, State-gov, HS-grad, Protective-serv, United-States, >50K
46, Private, HS-grad, Prof-specialty, United-States, <=50K
25, Private, Bachelors, Prof-specialty, United-States, <=50K
20, Private, Some-college, Other-service, United-States, <=50K
29, Local-gov, Masters, Prof-specialty, United-States, <=50K
51, Self-emp-inc, Masters, Exec-managerial, United-States, >50K
40, Private, Some-college, Craft-repair, United-States, <=50K
24, Private, Some-college, Adm-clerical, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Farming-fishing, United-States, <=50K
31, Private, Assoc-voc, Other-service, Mexico, <=50K
54, ?, HS-grad, ?, United-States, <=50K
34, Private, Assoc-acdm, Craft-repair, United-States, <=50K
19, Private, Some-college, Farming-fishing, United-States, <=50K
21, Private, HS-grad, Transport-moving, United-States, <=50K
21, Private, 10th, Farming-fishing, United-States, <=50K
23, Private, Some-college, Transport-moving, United-States, <=50K
37, Federal-gov, Some-college, Craft-repair, United-States, <=50K
40, Private, Masters, Exec-managerial, United-States, >50K
57, Private, HS-grad, Other-service, United-States, <=50K
48, Private, Bachelors, Prof-specialty, United-States, >50K
24, Private, 11th, Transport-moving, Vietnam, <=50K
43, Private, Some-college, Prof-specialty, United-States, <=50K
32, ?, Bachelors, ?, ?, <=50K
40, Private, HS-grad, Other-service, United-States, <=50K
52, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
49, Private, HS-grad, Exec-managerial, United-States, <=50K
45, Self-emp-not-inc, Some-college, Exec-managerial, United-States, <=50K
62, Local-gov, HS-grad, Craft-repair, United-States, <=50K
29, Private, Assoc-voc, Adm-clerical, United-States, <=50K
49, Private, HS-grad, Machine-op-inspct, United-States, <=50K
55, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
20, ?, Some-college, ?, United-States, <=50K
37, Self-emp-inc, Bachelors, Exec-managerial, United-States, <=50K
43, State-gov, Bachelors, Adm-clerical, United-States, >50K
29, Private, Some-college, Adm-clerical, United-States, <=50K
44, Private, HS-grad, Sales, United-States, >50K
28, Private, Some-college, Tech-support, United-States, >50K
38, Private, Some-college, Exec-managerial, United-States, <=50K
45, Private, Assoc-voc, Sales, United-States, >50K
22, ?, Some-college, ?, United-States, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
20, Private, 12th, Other-service, United-States, <=50K
60, Private, HS-grad, Handlers-cleaners, United-States, <=50K
30, Private, HS-grad, Sales, United-States, <=50K
22, Private, Some-college, Adm-clerical, ?, <=50K
51, Private, Some-college, Sales, United-States, <=50K
31, Private, Bachelors, Prof-specialty, ?, <=50K
48, Private, HS-grad, Exec-managerial, United-States, <=50K
43, Private, Bachelors, Sales, United-States, >50K
51, Local-gov, HS-grad, Transport-moving, United-States, <=50K
41, Private, Assoc-voc, Tech-support, United-States, >50K
62, ?, Assoc-voc, ?, United-States, <=50K
50, State-gov, HS-grad, Craft-repair, United-States, >50K
46, Private, HS-grad, Sales, United-States, >50K
54, Private, Some-college, Transport-moving, United-States, >50K
68, Private, HS-grad, Handlers-cleaners, United-States, >50K
23, Self-emp-not-inc, Assoc-acdm, Craft-repair, United-States, <=50K
49, Private, Masters, Sales, United-States, <=50K
24, Private, 10th, Handlers-cleaners, United-States, <=50K
30, Local-gov, HS-grad, Protective-serv, United-States, <=50K
38, Private, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, HS-grad, Sales, United-States, <=50K
22, Private, Some-college, Exec-managerial, United-States, <=50K
30, Private, 7th-8th, Handlers-cleaners, United-States, <=50K
61, Private, 7th-8th, Transport-moving, United-States, <=50K
36, Private, HS-grad, Exec-managerial, United-States, <=50K
51, Self-emp-inc, Assoc-voc, Exec-managerial, United-States, <=50K
43, Private, 5th-6th, Machine-op-inspct, Vietnam, >50K
54, Federal-gov, Some-college, Protective-serv, United-States, >50K
63, Private, HS-grad, Prof-specialty, United-States, <=50K
51, Private, Some-college, Exec-managerial, United-States, >50K
63, Self-emp-not-inc, 10th, Machine-op-inspct, United-States, <=50K
51, Local-gov, Masters, Prof-specialty, United-States, >50K
27, Private, HS-grad, Sales, United-States, <=50K
35, Private, Assoc-acdm, Tech-support, United-States, >50K
